"Year","Month","Precipitation"
1973,8,0
1973,9,0.899999976158142
1973,10,17.6000003814697
1973,11,14.8999996185303
1973,12,31.2999992370605
1974,1,216.399993896484
1974,2,169.699996948242
1974,3,62.5
1974,4,54.7000007629395
1974,5,0.600000023841858
1974,6,1.10000002384186
1974,7,0
1974,8,0
1974,9,1
1974,10,13.8000001907349
1974,11,32.2999992370605
1974,12,37
1975,1,73.6999969482422
1975,2,64.1999969482422
1975,3,128.399993896484
1975,4,32.5
1975,5,5.19999980926514
1975,6,0.800000011920929
1975,7,0
1975,8,0
1975,9,0.899999976158142
1975,10,3.59999990463257
1975,11,48.5
1975,12,19
1976,1,149.699996948242
1976,2,136.100006103516
1976,3,129.699996948242
1976,4,32.7999992370605
1976,5,0.600000023841858
1976,6,2
1976,7,0
1976,8,0
1976,9,4
1976,10,5.59999990463257
1976,11,15.5
1976,12,17
1977,1,70.5999984741211
1977,2,129.899993896484
1977,3,63.5
1977,4,30.6000003814697
1977,5,2.40000009536743
1977,6,0.800000011920929
1977,7,0
1977,8,0
1977,9,1.70000004768372
1977,10,4.30000019073486
1977,11,8.80000019073486
1977,12,63.9000015258789
1978,1,111.300003051758
1978,2,203.399993896484
1978,3,53.7000007629395
1978,4,31.7999992370605
1978,5,1
1978,6,0.800000011920929
1978,7,0
1978,8,0
1978,9,0.899999976158142
1978,10,1.39999997615814
1978,11,29.2000007629395
1978,12,23.3999996185303
1979,1,112.699996948242
1979,2,232.800003051758
1979,3,21.2999992370605
1979,4,7.80000019073486
1979,5,7.90000009536743
1979,6,1.5
1979,7,0
1979,8,0
1979,9,4.90000009536743
1979,10,15.3000001907349
1979,11,56.2999992370605
1979,12,16.3999996185303
1980,1,25.5
1980,2,93.5
1980,3,105.300003051758
1980,4,2.70000004768372
1980,5,0.600000023841858
1980,6,0.800000011920929
1980,7,0
1980,8,0
1980,9,7.59999990463257
1980,10,0.800000011920929
1980,11,19.8999996185303
1980,12,36.2999992370605
1981,1,49.2000007629395
1981,2,43.0999984741211
1981,3,28.2000007629395
1981,4,13.1999998092651
1981,5,0.600000023841858
1981,6,0.800000011920929
1981,7,0
1981,8,0
1981,9,0.899999976158142
1981,10,2.90000009536743
1981,11,11.1000003814697
1981,12,13.6000003814697
1982,1,50.0999984741211
1982,2,133.600006103516
1982,3,104.900001525879
1982,4,36
1982,5,0.600000023841858
1982,6,0.800000011920929
1982,7,0
1982,8,0
1982,9,3
1982,10,2.70000004768372
1982,11,36.9000015258789
1982,12,57.5999984741211
1983,1,96.5
1983,2,25.3999996185303
1983,3,42.0999984741211
1983,4,9.89999961853027
1983,5,2.29999995231628
1983,6,2.90000009536743
1983,7,0
1983,8,0
1983,9,0.899999976158142
1983,10,1.79999995231628
1983,11,50.5
1983,12,61.7000007629395
1984,1,44.7999992370605
1984,2,81.0999984741211
1984,3,99.1999969482422
1984,4,65.4000015258789
1984,5,8.10000038146973
1984,6,1.89999997615814
1984,7,0
1984,8,0
1984,9,0.899999976158142
1984,10,7.5
1984,11,22.5
1984,12,14.1000003814697
1985,1,119.5
1985,2,109.300003051758
1985,3,67.5
1985,4,6.59999990463257
1985,5,6.19999980926514
1985,6,0.800000011920929
1985,7,0
1985,8,0
1985,9,0.899999976158142
1985,10,8.10000038146973
1985,11,24.8999996185303
1985,12,22.7000007629395
1986,1,83.5
1986,2,88.6999969482422
1986,3,127.900001525879
1986,4,16.6000003814697
1986,5,0.899999976158142
1986,6,0.800000011920929
1986,7,0
1986,8,0
1986,9,2.79999995231628
1986,10,9.39999961853027
1986,11,22.1000003814697
1986,12,28
1987,1,23.1000003814697
1987,2,135.300003051758
1987,3,40.9000015258789
1987,4,27.5
1987,5,2.70000004768372
1987,6,0.800000011920929
1987,7,0
1987,8,0
1987,9,0.899999976158142
1987,10,17.6000003814697
1987,11,34
1987,12,35.5
1988,1,117.400001525879
1988,2,47
1988,3,23.5
1988,4,22.5
1988,5,1.5
1988,6,0.800000011920929
1988,7,0
1988,8,0
1988,9,0.899999976158142
1988,10,2.20000004768372
1988,11,41.5
1988,12,102.800003051758
1989,1,58.9000015258789
1989,2,77.5999984741211
1989,3,15.6000003814697
1989,4,46.4000015258789
1989,5,0.899999976158142
1989,6,0.800000011920929
1989,7,0
1989,8,0
1989,9,1.29999995231628
1989,10,2.70000004768372
1989,11,9.30000019073486
1989,12,11.5
1990,1,134.5
1990,2,70.1999969482422
1990,3,108.400001525879
1990,4,30.7999992370605
1990,5,0.899999976158142
1990,6,0.800000011920929
1990,7,0
1990,8,0
1990,9,2
1990,10,7.30000019073486
1990,11,24.3999996185303
1990,12,42.0999984741211
1991,1,99.4000015258789
1991,2,130.800003051758
1991,3,53.2000007629395
1991,4,1.10000002384186
1991,5,0.600000023841858
1991,6,0.800000011920929
1991,7,0
1991,8,0
1991,9,6
1991,10,12.5
1991,11,48.4000015258789
1991,12,72.4000015258789
1992,1,54.2999992370605
1992,2,28.7999992370605
1992,3,41.7000007629395
1992,4,5.19999980926514
1992,5,0.600000023841858
1992,6,0.800000011920929
1992,7,0
1992,8,0
1992,9,2.20000004768372
1992,10,1.60000002384186
1992,11,7.30000019073486
1992,12,13.6000003814697
1993,1,62.5
1993,2,114.900001525879
1993,3,67
1993,4,41.7000007629395
1993,5,0.800000011920929
1993,6,0.800000011920929
1993,7,0
1993,8,0
1993,9,0.899999976158142
1993,10,12.5
1993,11,43.9000015258789
1993,12,64.5999984741211
1994,1,107.099998474121
1994,2,68.0999984741211
1994,3,18.2000007629395
1994,4,12.6999998092651
1994,5,0.600000023841858
1994,6,0.800000011920929
1994,7,0
1994,8,0
1994,9,0.899999976158142
1994,10,2.70000004768372
1994,11,19.7999992370605
1994,12,18
1995,1,6.5
1995,2,121.5
1995,3,49.7000007629395
1995,4,24.7999992370605
1995,5,1.60000002384186
1995,6,0.899999976158142
1995,7,0
1995,8,0
1995,9,3.79999995231628
1995,10,6.5
1995,11,16.6000003814697
1995,12,9.10000038146973
1996,1,95.6999969482422
1996,2,52.4000015258789
1996,3,22.7000007629395
1996,4,4.09999990463257
1996,5,0.600000023841858
1996,6,0.800000011920929
1996,7,0
1996,8,0
1996,9,0.899999976158142
1996,10,1
1996,11,16.2999992370605
1996,12,35.7999992370605
1997,1,145.600006103516
1997,2,107.199996948242
1997,3,92.8000030517578
1997,4,1.60000002384186
1997,5,0.600000023841858
1997,6,0.800000011920929
1997,7,0
1997,8,0
1997,9,3.09999990463257
1997,10,14.3000001907349
1997,11,11.3999996185303
1997,12,65.1999969482422
1998,1,58.7999992370605
1998,2,20.6000003814697
1998,3,53.4000015258789
1998,4,15.3999996185303
1998,5,0.600000023841858
1998,6,0.800000011920929
1998,7,0
1998,8,0
1998,9,2.29999995231628
1998,10,2.40000009536743
1998,11,14.6000003814697
1998,12,36.0999984741211
1999,1,85
1999,2,42.7999992370605
1999,3,57
1999,4,3.90000009536743
1999,5,1.10000002384186
1999,6,1
1999,7,0
1999,8,0
1999,9,0.899999976158142
1999,10,16.8999996185303
1999,11,45.7000007629395
1999,12,106.300003051758
2000,1,107.300003051758
2000,2,85.9000015258789
2000,3,128.600006103516
2000,4,37.5
2000,5,3.5
2000,6,0.800000011920929
2000,7,0
2000,8,0
2000,9,0.899999976158142
2000,10,5.30000019073486
2000,11,5.40000009536743
2000,12,23.6000003814697
2001,1,87.1999969482422
2001,2,98.4000015258789
2001,3,82.0999984741211
2001,4,29.2999992370605
2001,5,2.59999990463257
2001,6,1.10000002384186
2001,7,0
2001,8,0
2001,9,2.40000009536743
2001,10,6
2001,11,35
2001,12,35.0999984741211
2002,1,87.1999969482422
2002,2,98.4000015258789
2002,3,82.0999984741211
2002,4,29.2999992370605
2002,5,2.59999990463257
2002,6,1.10000002384186
2002,7,0
2002,8,0
2002,9,2.40000009536743
2002,10,6
2002,11,35
2002,12,35.0999984741211
2003,1,87.1999969482422
2003,2,98.4000015258789
2003,3,82.0999984741211
2003,4,29.2999992370605
2003,5,2.59999990463257
2003,6,1.10000002384186
2003,7,0
2003,8,0
2003,9,2.40000009536743
2003,10,6
2003,11,35
2003,12,35.0999984741211
2004,1,87.1999969482422
2004,2,98.4000015258789
2004,3,82.0999984741211
2004,4,29.2999992370605
2004,5,2.59999990463257
2004,6,1.10000002384186
2004,7,0
2004,8,0
2004,9,2.40000009536743
2004,10,11.8999996185303
2004,11,19.1000003814697
2004,12,28.2999992370605
2005,1,62.5
2005,2,67.1999969482422
2005,3,92.0999984741211
2005,4,15
2005,5,1.20000004768372
2005,6,1.10000002384186
2005,7,0
2005,8,0
2005,9,1.29999995231628
2005,10,4.40000009536743
2005,11,35
2005,12,29.6000003814697
2006,1,184.800003051758
2006,2,143.399993896484
2006,3,117.599998474121
2006,4,21.2000007629395
2006,5,1.29999995231628
2006,6,0.899999976158142
2006,7,0
2006,8,0
2006,9,1.29999995231628
2006,10,12.3000001907349
2006,11,35
2006,12,35.0999984741211
2007,1,87.1999969482422
2007,2,98.4000015258789
2007,3,82.0999984741211
2007,4,26.1000003814697
2007,5,1.20000004768372
2007,6,1.10000002384186
2007,7,0
2007,8,0
2007,9,1.29999995231628
2007,10,6.80000019073486
2007,11,27
2007,12,35.0999984741211
2008,1,80.3000030517578
2008,2,98.4000015258789
2008,3,82.0999984741211
2008,4,11.3000001907349
2008,5,1.20000004768372
2008,6,0.899999976158142
2008,7,0
2008,8,0
2008,9,2.20000004768372
2008,10,6
2008,11,35
2008,12,47.7000007629395
2009,1,94.5
2009,2,174.600006103516
2009,3,87.6999969482422
2009,4,16.7000007629395
2009,5,7.09999990463257
2009,6,0.899999976158142
2009,7,0
2009,8,0
2009,9,2.5
2009,10,5.40000009536743
2009,11,39.9000015258789
2009,12,60.2999992370605
2010,1,96.6999969482422
2010,2,48.7000007629395
2010,3,59
2010,4,59.0999984741211
2010,5,2.20000004768372
2010,6,0.899999976158142
2010,7,0
2010,8,0
2010,9,2.40000009536743
2010,10,6
2010,11,35
2010,12,35.0999984741211
2011,1,87.1999969482422
2011,2,101.400001525879
2011,3,130.899993896484
2011,4,62.2000007629395
2011,5,2.59999990463257
2011,6,1.10000002384186
2011,7,0
2011,8,0
2011,9,2.40000009536743
2011,10,1.29999995231628
2011,11,10.8999996185303
2011,12,79.1999969482422
2012,1,84.1999969482422
2012,2,136.199996948242
2012,3,89.9000015258789
2012,4,13
2012,5,1.20000004768372
2012,6,0.899999976158142
2012,7,0
2012,8,0
2012,9,1.29999995231628
2012,10,13.6000003814697
2012,11,29.3999996185303
2012,12,25.2999992370605
2013,1,56.2000007629395
2013,2,68.1999969482422
2013,3,55.4000015258789
2013,4,9.60000038146973
2013,5,7
2013,6,0.899999976158142
2013,7,0
2013,8,0
2013,9,2.59999990463257
2013,10,3.09999990463257
2013,11,21.6000003814697
2013,12,79.3000030517578
2014,1,65.9000015258789
2014,2,139
2014,3,127.099998474121
2014,4,33.5999984741211
2014,5,1.60000002384186
2014,6,0.899999976158142
2014,7,0
2014,8,0
2014,9,1.70000004768372
2014,10,8.5
2014,11,28.8999996185303
2014,12,22.7000007629395
2015,1,47
2015,2,89.9000015258789
2015,3,54.5999984741211
2015,4,25.2999992370605
2015,5,1.39999997615814
2015,6,1.10000002384186
2015,7,0
2015,8,0
2015,9,1.39999997615814
2015,10,5.59999990463257
2015,11,13.1000003814697
2015,12,22.2999992370605
2016,1,37
2016,2,88.4000015258789
2016,3,82.0999984741211
2016,4,29.2999992370605
2016,5,2.59999990463257
2016,6,1.10000002384186
2016,7,0
2016,8,0
2016,9,2.40000009536743
2016,10,6
2016,11,35
2016,12,35.0999984741211
2017,1,87.1999969482422
2017,2,98.4000015258789
2017,3,82.0999984741211
2017,4,29.2999992370605
2017,5,2.59999990463257
2017,6,1.10000002384186
2017,7,0
2017,8,0
2017,9,2.40000009536743
2017,10,6
2017,11,35
2017,12,35.0999984741211
2018,1,87.1999969482422
2018,2,98.4000015258789
2018,3,82.0999984741211
2018,4,29.2999992370605
2018,5,2.59999990463257
2018,6,1.10000002384186
2018,7,0
2018,8,0
2018,9,2.40000009536743
2018,10,6
2018,11,35
2018,12,35.0999984741211
2019,1,87.1999969482422
2019,2,98.4000015258789
2019,3,82.0999984741211
2019,4,29.2999992370605
2019,5,2.59999990463257
2019,6,1.10000002384186
2019,7,0
2019,8,0
2019,9,2.40000009536743
2019,10,6
2019,11,35
2019,12,35.0999984741211
2020,1,87.1999969482422
2020,2,98.4000015258789
2020,3,82.0999984741211
2020,4,29.2999992370605
2020,5,2.59999990463257
2020,6,1.10000002384186
2020,7,0
2020,8,0
2020,9,2.40000009536743
2020,10,6
2020,11,35
2020,12,35.0999984741211
2021,1,87.1999969482422
2021,2,98.4000015258789
2021,3,82.0999984741211
2021,4,29.2999992370605
2021,5,2.59999990463257
2021,6,0.800000011920929
2021,7,0
2021,8,0
2021,9,0.899999976158142
2021,10,13.5
2021,11,14.8000001907349
2021,12,22.2000007629395
